Computer 1749;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-TORINO;01/01/2018;01/01/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 1750;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 1751;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 1754;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 1756;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 1757;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-BOLZANO;01/01/2018;01/01/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 1758;Production;Operational;DELL;Precision T5820;Standard workstations;DEMACLENKO;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 1759;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;SVK-STARA-LUBOVNA;01/01/2018;01/01/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 1760;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-TORINO;01/01/2018;01/01/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 1833;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 1834;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 1835;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 2396;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Shared;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 2810;Production;Operational;DELL;Precision T5820;Standard workstations;PRINOTH SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 2811;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 2812;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 2813;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 2864;Production;Operational;DELL;Precision T5820;Standard workstations;PRINOTH NA;CAN-GRANBY;01/05/2020;30/04/2017;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 2910;Production;Operational;DELL;Precision T5820;Standard workstations;PRINOTH NA;CAN-GRANBY;05/10/2022;04/10/2019;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 2911;Production;Operational;DELL;Precision T5820;Standard workstations;PRINOTH NA;CAN-GRANBY;05/10/2022;04/10/2019;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 2912;Production;Operational;DELL;Precision T5820;Standard workstations;PRINOTH NA;CAN-GRANBY;24/12/2022;23/12/2019;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3184;Production;Operational;DELL;Precision T5820;Standard workstations;POMA SAS;FRA-VEYRINS;30/08/2021;14/08/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3185;Production;Operational;DELL;Precision T5820;Standard workstations;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3187;Production;Operational;DELL;Precision T5820;Standard workstations;POMA SAS;FRA-VEYRINS;14/08/2021;14/08/2018;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3188;Production;Operational;DELL;Precision T5820;Standard workstations;POMA SAS;FRA-VEYRINS;14/08/2021;14/08/2018;Shared;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3196;Production;Operational;DELL;Precision T5820;Standard workstations;POMA SAS;FRA-VOREPPE;21/03/2022;21/03/2019;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3208;Production;Operational;DELL;Precision T5820;Standard workstations;POMA SAS;FRA-VOREPPE;06/06/2022;06/06/2019;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3209;Production;Operational;DELL;Precision T5820;Standard workstations;POMA SAS;FRA-VOREPPE;06/06/2022;06/06/2019;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3210;Production;Operational;DELL;Precision T5820;Standard workstations;POMA SAS;FRA-VOREPPE;06/06/2022;06/06/2019;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3211;Production;Operational;DELL;Precision T5820;Standard workstations;POMA SAS;FRA-VOREPPE;27/08/2021;06/06/2019;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3212;Production;Operational;DELL;Precision T5820;Standard workstations;POMA SAS;FRA-VOREPPE;06/06/2022;06/06/2019;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3357;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;07/03/2024;07/03/2019;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3358;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;09/03/2024;09/03/2019;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3389;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;17/07/2024;17/07/2019;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3390;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;17/07/2024;17/07/2019;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3586;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;19/10/2021;19/10/2021;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3662;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;22/12/2023;22/12/2021;Shared;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 4320;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;20/06/2025;20/06/2022;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 4321;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;20/06/2025;20/06/2022;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 4322;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;20/06/2025;20/06/2022;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 4323;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;AUT-TELFS;20/06/2025;20/06/2022;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 4324;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;20/06/2025;20/06/2022;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 4325;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;20/06/2025;20/06/2022;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 4326;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;20/06/2025;20/06/2022;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 4327;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;20/06/2025;20/06/2022;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 4328;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER SPA;ITA-VIPITENO;20/06/2025;20/06/2022;Permanent;Intel(R) Xeon(R) W-2125 CPU @ 4.00GHz;140
Computer 3363;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;04/04/2024;04/04/2019;Permanent;Intel(R) Xeon(R) W-2123 CPU @ 3.60GHz;140
Computer 3364;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;04/04/2024;04/04/2019;Permanent;Intel(R) Xeon(R) W-2123 CPU @ 3.60GHz;140
Computer 3365;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;04/04/2024;04/04/2019;Permanent;Intel(R) Xeon(R) W-2123 CPU @ 3.60GHz;140
Computer 3366;Production;Operational;DELL;Precision T5820;Standard workstations;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;04/04/2024;04/04/2019;Permanent;Intel(R) Xeon(R) W-2123 CPU @ 3.60GHz;140
Computer 3118;Production;Operational;DELL;Precision 7740;Standard workstation laptops;PRINOTH NA;CAN-GRANBY;20/01/2024;19/01/2021;Permanent;Intel(R) Xeon(R) E-2276M  CPU @ 2.80GHz;140
Computer 1309;Production;Operational;DELL;Precision T5600;Standard workstations;LEITNER SPA;ITA-BOLZANO;01/01/2012;01/01/2012;Permanent;Intel(R) Xeon(R) CPU E5-2643 0 @ 3.30GHz;130
Computer 366;Production;Operational;DELL;Precision T5810;Standard workstations;POMA SAS;FRA-VOREPPE;;01/08/2016;Permanent;Intel(R) Xeon(R) CPU E5-2643 0 @ 3.30GHz;130
Computer 1324;Production;Operational;DELL;Precision T3610;Standard workstations;LEITNER SPA;AUT-TELFS;01/01/2014;01/01/2014;Permanent;Intel(R) Xeon(R) CPU E5-1650 v2 @ 3.50GHz;130
Computer 1325;Production;Operational;DELL;Precision T3610;Standard workstations;DEMACLENKO;ITA-SELVA;01/01/2014;01/01/2014;Permanent;Intel(R) Xeon(R) CPU E5-1650 v2 @ 3.50GHz;130
Computer 1335;Production;Operational;DELL;Precision T3610;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2014;01/01/2014;Permanent;Intel(R) Xeon(R) CPU E5-1650 v2 @ 3.50GHz;130
Computer 1341;Production;Operational;DELL;Precision T3610;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2014;01/01/2014;Permanent;Intel(R) Xeon(R) CPU E5-1650 v2 @ 3.50GHz;130
Computer 1342;Production;Operational;DELL;Precision T3610;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2014;01/01/2014;Shared;Intel(R) Xeon(R) CPU E5-1650 v2 @ 3.50GHz;130
Computer 1344;Production;Operational;DELL;Precision T3610;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2014;01/01/2014;Permanent;Intel(R) Xeon(R) CPU E5-1650 v2 @ 3.50GHz;130
Computer 1637;Production;Operational;DELL;Precision T3610;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2014;01/01/2014;Permanent;Intel(R) Xeon(R) CPU E5-1650 v2 @ 3.50GHz;130
Computer 1926;Production;Operational;DELL;Precision T3610;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2014;01/01/2014;Shared;Intel(R) Xeon(R) CPU E5-1650 v2 @ 3.50GHz;130
Computer 1928;Production;Operational;DELL;Precision T3610;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2014;01/01/2014;Shared;Intel(R) Xeon(R) CPU E5-1650 v2 @ 3.50GHz;130
Computer 1956;Production;Operational;DELL;Precision T3610;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2014;01/01/2014;Shared;Intel(R) Xeon(R) CPU E5-1650 v2 @ 3.50GHz;130
Computer 1969;Production;Operational;DELL;Precision T3610;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2014;01/01/2014;Shared;Intel(R) Xeon(R) CPU E5-1650 v2 @ 3.50GHz;130
Computer 1993;Production;Operational;DELL;Precision T3610;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2014;01/01/2014;Shared;Intel(R) Xeon(R) CPU E5-1650 v2 @ 3.50GHz;130
Computer 2031;Production;Operational;DELL;Precision T3610;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2014;01/01/2014;Shared;Intel(R) Xeon(R) CPU E5-1650 v2 @ 3.50GHz;130
Computer 368;Production;Operational;DELL;Precision T5810;Standard workstations;POMA SAS;FRA-VOREPPE;;01/08/2016;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 382;Production;Operational;DELL;Precision T5810;Standard workstations;POMA SAS;FRA-VOREPPE;01/08/2019;01/08/2016;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1140;Production;Operational;DELL;Precision T5810;Standard workstations;POMA SAS;FRA-VEYRINS;;01/09/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1308;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER GMBH;AUT-TELFS;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1311;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-TORINO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1347;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1348;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1349;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1350;Production;Operational;DELL;Precision T5810;Standard workstations;DEMACLENKO;ITA-SELVA;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1351;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1352;Production;Operational;DELL;Precision T5810;Standard workstations;DEMACLENKO;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1354;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-BOLZANO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1355;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1362;Production;Operational;DELL;Precision T5810;Standard workstations;PRINOTH SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1363;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1364;Production;Operational;DELL;Precision T5810;Standard workstations;DEMACLENKO;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1365;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1367;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1368;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1369;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;AUT-VIENNA;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1372;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1373;Production;Operational;DELL;Precision T5810;Standard workstations;PRINOTH SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1374;Production;Operational;DELL;Precision T5810;Standard workstations;DEMACLENKO;ITA-SELVA;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1375;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-BOLZANO;01/01/2015;01/01/2015;Shared;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1377;Production;Operational;DELL;Precision T5810;Standard workstations;DEMACLENKO;ITA-SELVA;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1378;Production;Operational;DELL;Precision T5810;Standard workstations;DEMACLENKO;ITA-SELVA;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1379;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1380;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1381;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1479;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1480;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-TORINO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1481;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;AUT-VIENNA;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1482;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1483;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-TORINO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1484;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-TORINO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1486;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1487;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1488;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1489;Production;Operational;DELL;Precision T5810;Standard workstations;PRINOTH SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1490;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-BOLZANO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1491;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-BOLZANO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1492;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-BOLZANO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1493;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1494;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-BOLZANO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1495;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-TORINO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1496;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-BOLZANO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1497;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1498;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
Computer 1499;Production;Operational;DELL;Precision T5810;Standard workstations;LEITNER SPA;ITA-VIPITENO;01/01/2015;01/01/2015;Permanent;Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz;130
